年份,球员,位置,顺位,模型OVR,官方OVR,三分,速度,扣篮,盖帽,核对
1978,Micheal Ray Richardson,SG,4,86,,56|80|74|63,★
1978,Reggie Theus,SG,9,84,,63|80|64|33,★
1978,Larry Bird,PF,6,83,,|||,
1978,Purvis Short,SF,5,79,,|||,
1978,Wayne Cooper,C,48,78,,|||,
1978,John Long,SG,37,77,,|||,
1978,Dave Corzine,C,18,76,,|||,
1978,Maurice Cheeks,PG,44,75,,|||,
1978,Mychal Thompson,PF,1,75,,|||,
1978,Michael Cooper,SG,16,74,,|||,
1979,Magic Johnson,SG,1,91,,65|82|53|31,★
1979,Bill Cartwright,C,3,80,,30|31|45|57,★
1979,Jim Paxson,SG,12,79,,|||,
1979,James Donaldson,C,7,76,,|||,
1979,Sidney Moncrief,PG,5,76,,|||,
1979,Vinnie Johnson,PG,7,76,,|||,
1979,Bill Laimbeer,C,21,75,,|||,
1979,Kyle Macy,PG,22,74,,|||,
1979,Jerry Sichting,PG,16,71,,|||,
1979,Johnny Moore,PG,51,71,,|||,
1979,Paul Mokeski,C,50,69,,|||,
1979,Earl Cureton,PF,14,66,,|||,
1980,Darrel Griffith,SG,2,84,,77|78|64|30,★
1980,Jeff Ruland,C,32,79,,40|47|71|52,★
1980,Kevin McHale,PF,3,79,,|||,
1980,Kiki Vandeweghe,SF,11,78,,|||,
1980,Mike Gminski,C,7,77,,|||,
1980,Larry Drew,PG,17,75,,|||,
1980,Rick Mahorn,C,42,75,,|||,
1980,Kurt Rambis,PF,12,68,,|||,
1981,Tom Chambers,PF,8,83,,71|66|86|50,★
1981,Isiah Thomas,PG,2,80,,65|81|58|27,★
1981,Mark Aguirre,SF,1,80,,|||,
1981,Rolando Blackman,SG,9,79,,|||,
1981,Gene Banks,SF,35,78,,|||,
1981,Buck Williams,PF,3,77,,|||,
1981,Eddie A. Johnson,SF,36,76,,|||,
1981,Herb Williams,C,14,75,,|||,
1981,Kelly Tripucka,SF,12,75,,|||,
1981,Charles Davis,SF,42,70,,|||,
1981,Danny Ainge,SG,38,70,,|||,
1981,Frank Brickowski,PF,11,68,,|||,
1981,Alton Lister,PF,21,65,,|||,
1982,Terry Teagle,SG,16,81,,80|74|85|53,★
1982,Dominique Wilkins,SF,3,80,,62|75|90|38,★
1982,Sleepy Floyd,PG,13,80,,|||,
1982,Terry Cummings,PF,2,80,,|||,
1982,James Worthy,PF,1,79,,|||,
1982,Mark Eaton,C,3,79,,|||,
1982,Fat Lever,PG,11,78,,|||,
1982,Paul Pressey,SF,20,77,,|||,
1982,Trent Tucker,SG,6,77,,|||,
1982,Cliff Levingston,PF,9,73,,|||,
1982,Ricky Pierce,SG,18,73,,|||,
1982,Scott Hastings,PF,36,72,,|||,
1982,Ed Nealy,SF,5,69,,|||,
1982,Rod Higgins,SF,38,69,,|||,
1982,Craig Hodges,PG,2,68,,|||,
1983,Ralph Sampson,C,1,86,,54|54|71|75,★
1983,Clyde Drexler,SG,14,85,,70|69|89|42,★
1983,Dale Ellis,SG,9,79,,|||,
1983,Greg Kite,C,21,78,,|||,
1983,Byron Scott,PG,4,77,,|||,
1983,Derek Harper,SG,11,77,,|||,
1983,Rodney McCray,SF,3,76,,|||,
1983,Antoine Carr,PF,8,75,,|||,
1983,Thurl Bailey,PF,7,75,,|||,
1983,Doc Rivers,SG,37,73,,|||,
1983,Jeff Malone,SG,10,73,,|||,
1983,John Paxson,PG,19,73,,|||,
1983,Randy Wittman,SG,22,73,,|||,
1983,Sidney Green,PF,5,73,,|||,
1983,Craig Ehlo,SG,1,71,,|||,
1983,Mike Holton,SG,6,70,,|||,
1983,Randy Breuer,C,18,68,,|||,
1983,Darrell Walker,SG,12,66,,|||,
1984,Michael Jordan,SG,3,91,,77|88|93|62,★
1984,Akeem Olajuwon,C,1,88,,53|53|48|84,★
1984,John Stockton,PG,16,79,,|||,
1984,Sam Perkins,PF,4,78,,|||,
1984,Jeff Turner,PF,17,76,,|||,
1984,Kevin Willis,C,11,76,,|||,
1984,Otis Thorpe,PF,9,76,,|||,
1984,Jerome Kersey,SF,52,74,,|||,
1984,Jim Petersen,PF,4,67,,|||,
1984,Kenny Fields,SF,21,66,,|||,
1985,Patrick Ewing,C,1,87,,50|49|50|74,★
1985,Karl Malone,PF,13,83,,41|75|66|46,★
1985,Xavier McDaniel,SF,4,83,,|||,
1985,Chris Mullin,SG,7,79,,|||,
1985,Joe Dumars,SG,18,78,,|||,
1985,Bill Wennington,C,16,77,,|||,
1985,Joe Kleine,C,6,76,,|||,
1985,Jon Koncak,C,5,76,,|||,
1985,Detlef Schrempf,PF,8,75,,|||,
1985,Ed Pinckney,PF,10,75,,|||,
1985,Charles Oakley,PF,9,74,,|||,
1985,Hot Rod Williams,PF,51,74,,|||,
1985,John Battle,SG,14,74,,|||,
1985,Terry Porter,PG,24,74,,|||,
1985,Sam Vincent,PG,20,73,,|||,
1985,A.C. Green,PF,23,72,,|||,
1985,Mario Elie,SG,21,70,,|||,
1985,Spud Webb,PG,17,67,,|||,
1986,Brad Daugherty,C,1,83,,32|43|40|44,★
1986,Chuck Person,PF,4,81,,89|58|60|43,★
1986,Arvydas Sabonis,C,24,76,,|||,
1986,Scott Skiles,PG,22,76,,|||,
1986,Mark Price,PG,31,75,,|||,
1986,John Salley,C,11,74,,|||,
1986,Kevin Duckworth,C,39,73,,|||,
1986,Nate McMillan,PG,36,73,,|||,
1986,Brad Sellers,SF,9,71,,|||,
1986,Dell Curry,SG,15,71,,|||,
1986,David Wingate,SG,50,70,,|||,
1986,Drazen Petrovic,SG,13,70,,|||,
1986,Jeff Hornacek,PG,52,70,,|||,
1986,Anthony Bowie,SG,19,69,,|||,
1986,Billy Thompson,SF,19,67,,|||,
1986,Johnny Newman,SF,35,67,,|||,
1986,Kenny Gattison,PF,8,67,,|||,
1986,Dennis Rodman,SF,33,64,,|||,
1987,David Robinson,C,1,87,,64|71|48|82,★
1987,Kevin Johnson,PG,7,83,,73|90|80|55,★
1987,Dennis Hopson,SF,3,81,,|||,
1987,Scottie Pippen,SF,5,79,,|||,
1987,Horace Grant,PF,10,78,,|||,
1987,Kenny Smith,PG,6,78,,|||,
1987,Muggsy Bogues,PG,12,74,,|||,
1987,Vincent Askew,SG,46,74,,|||,
1987,Sarunas Marciulionis,SG,12,70,,|||,
1987,Donald Royal,PF,6,69,,|||,
1987,Chris Dudley,C,6,68,,|||,
1987,Scott Brooks,PG,0,68,,|||,
1988,Danny Manning,PF,1,85,,65|74|75|76,★
1988,Charles Smith,PF,3,81,,66|61|66|77,★
1988,Rik Smits,C,2,81,,|||,
1988,Chris Morris,PF,4,80,,|||,
1988,Dan Majerle,SG,14,80,,|||,
1988,John Starks,PG,0,80,,|||,
1988,Micheal Williams,PG,53,79,,|||,
1988,Mitch Richmond,SG,5,78,,|||,
1988,Rony Seikaly,C,9,78,,|||,
1988,Willie Anderson,SG,10,77,,|||,
1988,Hersey Hawkins,PG,6,76,,|||,
1988,Avery Johnson,PG,0,72,,|||,
1988,Brian Shaw,SG,24,72,,|||,
1988,Vernon Maxwell,SG,52,72,,|||,
1988,Will Perdue,C,11,72,,|||,
1988,Tom Tolbert,SF,39,70,,|||,
1988,Gary Grant,PG,15,69,,|||,
1988,Steve Kerr,PG,55,69,,|||,
1988,Mark Bryant,PF,21,68,,|||,
1988,Winston Bennett,SF,14,67,,|||,
1988,Vinny Del Negro,SG,34,65,,|||,
1989,Glen Rice,PF,4,81,,83|76|62|34,★
1989,Sean Elliott,PF,3,80,,85|70|70|50,★
1989,Clifford Robinson,PF,39,78,,|||,
1989,Doug West,SG,41,76,,|||,
1989,Shawn Kemp,PF,17,76,,|||,
1989,Vlade Divac,C,26,76,,|||,
1989,Nick Anderson,SG,11,74,,|||,
1989,Stacey King,PF,6,74,,|||,
1989,B.J. Armstrong,PG,18,73,,|||,
1989,Tom Hammonds,PF,9,72,,|||,
1989,Chris Childs,PG,0,70,,|||,
1989,Chucky Brown,SF,46,70,,|||,
1989,Haywoode Workman,PG,52,70,,|||,
1990,Derrick Coleman,PF,1,81,,80|65|60|76,★
1990,Kendall Gill,SG,5,80,,69|75|88|43,★
1990,Mahmoud Abdul-Rauf,PG,3,78,,|||,
1990,Dee Brown,PG,19,75,,|||,
1990,Alaa Abdelnaby,PF,25,74,,|||,
1990,Les Jepsen,C,28,74,,|||,
1990,Scott Williams,C,0,74,,|||,
1990,Carl Herrera,PF,33,73,,|||,
1990,Dennis Scott,PF,4,73,,|||,
1990,Antonio Davis,PF,48,72,,|||,
1990,Jud Buechler,SF,41,72,,|||,
1990,Elden Campbell,C,27,71,,|||,
1990,Matt Bullard,PF,0,71,,|||,
1990,Toni Kukoc,PF,32,70,,|||,
1990,Tyrone Hill,PF,11,70,,|||,
1990,Anthony Bonner,PF,23,69,,|||,
1990,Greg Foster,C,38,69,,|||,
1990,Keith Askins,SF,0,69,,|||,
1990,Willie Burton,SG,9,69,,|||,
1990,Tony Smith,PG,54,67,,|||,
1990,Irving Thomas,PF,0,66,,|||,
1990,Tony Massenburg,PF,46,62,,|||,
1991,Larry Johnson,SF,1,82,,70|65|73|32,★
1991,Kenny Anderson,PG,2,80,,75|81|31|26,★
1991,Isaac Austin,C,51,78,,|||,
1991,Steve Smith,SG,5,78,,|||,
1991,Terrell Brandon,PG,11,78,,|||,
1991,Dikembe Mutombo,C,4,75,,|||,
1991,Stacey Augmon,SF,9,75,,|||,
1991,Darrell Armstrong,PG,0,74,,|||,
1991,Luc Longley,C,7,74,,|||,
1991,Greg Anthony,PG,12,73,,|||,
1991,Anthony Avent,PF,15,71,,|||,
1991,John Crotty,PG,0,71,,|||,
1991,Kevin Lynch,SG,31,70,,|||,
1991,Randy Brown,PG,34,70,,|||,
1991,Rick Fox,SF,24,69,,|||,
1991,Robert Pack,PG,0,67,,|||,
1992,Shaquille O'Neal,C,1,85,,27|74|85|80,★
1992,Alonzo Mourning,C,2,82,,65|69|53|88,★
1992,Jim Jackson,SF,4,82,,|||,
1992,Christian Laettner,C,3,81,,|||,
1992,David Wesley,PG,0,79,,|||,
1992,LaPhonso Ellis,PF,5,79,,|||,
1992,Adam Keefe,PF,10,75,,|||,
1992,Tom Gugliotta,PF,6,75,,|||,
1992,Bryant Stith,SG,13,74,,|||,
1992,Doug Christie,SG,17,74,,|||,
1992,Walt Williams,SF,7,73,,|||,
1992,Oliver Miller,C,22,72,,|||,
1992,Tony Bennett,PG,38,72,,|||,
1992,P.J. Brown,C,32,71,,|||,
1992,Latrell Sprewell,SG,24,70,,|||,
1992,Robert Horry,SF,11,70,,|||,
1992,Hubert Davis,SG,20,69,,|||,
1992,Darrick Martin,PG,0,68,,|||,
1992,Matt Geiger,C,45,67,,|||,
1992,Jon Barry,SG,21,64,,|||,
1992,Matt Fish,PF,53,61,,|||,
1992,Popeye Jones,PF,44,61,,|||,
1993,Penny Hardaway,SG,3,86,,74|78|81|34,★
1993,Chris Webber,PF,1,85,,63|77|78|81,★
1993,Vin Baker,C,8,84,,|||,
1993,Jamal Mashburn,PF,4,82,,|||,
1993,Allan Houston,SG,11,77,,|||,
1993,Bruce Bowen,SF,0,76,,|||,
1993,Isaiah Rider,SG,5,76,,|||,
1993,Rodney Rogers,SF,9,76,,|||,
1993,Shawn Bradley,C,2,76,,|||,
1993,Aaron Williams,PF,0,75,,|||,
1993,Nick Van Exel,PG,40,74,,|||,
1993,George Lynch,PF,12,71,,|||,
1993,Lindsey Hunter,PG,10,71,,|||,
1993,Sam Cassell,PG,24,71,,|||,
1993,Scott Burrell,SF,20,70,,|||,
1993,Bo Outlaw,SF,0,69,,|||,
1993,Bryon Russell,SF,48,69,,|||,
1993,Ervin Johnson,C,23,67,,|||,
1993,Antonio Harvey,PF,0,66,,|||,
1993,Corie Blount,PF,25,62,,|||,
1994,Glenn Robinson,SF,1,85,,79|71|80|49,★
1994,Jason Kidd,PG,2,85,,66|88|26|26,★
1994,Grant Hill,SF,3,82,,|||,
1994,Donyell Marshall,PF,4,79,,|||,
1994,Eddie Jones,SG,10,79,,|||,
1994,Aaron McKie,SG,17,78,,|||,
1994,Juwan Howard,PF,5,76,,|||,
1994,Brian Grant,C,8,73,,|||,
1994,Lawrence Funderburke,PF,54,70,,|||,
1994,Charlie Ward,PG,26,69,,|||,
1994,Howard Eisley,PG,33,68,,|||,
1994,Dickey Simpkins,PF,21,67,,|||,
1995,Kevin Garnett,C,5,87,,67|77|76|84,★
1995,Antonio McDyess,PF,2,83,,26|63|73|61,★
1995,Damon Stoudamire,PG,7,81,,|||,
1995,Jerry Stackhouse,SG,3,81,,|||,
1995,Bryant Reeves,C,6,79,,|||,
1995,Brent Barry,SG,15,77,,|||,
1995,Corliss Williamson,SF,13,77,,|||,
1995,Kurt Thomas,PF,10,75,,|||,
1995,Kevin Ollie,SG,0,74,,|||,
1995,Michael Finley,SF,21,73,,|||,
1995,Eric Snow,PG,44,72,,|||,
1995,Greg Ostertag,C,28,71,,|||,
1995,Rick Brunson,SG,0,69,,|||,
1995,Fred Hoiberg,SG,53,68,,|||,
1995,Jason Caffey,PF,20,66,,|||,
1995,Jimmy King,SG,36,66,,|||,
1996,Allen Iverson,PG,1,87,,69|88|80|26,★
1996,Kobe Bryant,SG,13,85,,79|94|95|46,★
1996,Stephon Marbury,PG,4,81,,|||,
1996,Shareef Abdur-Rahim,PF,3,80,,|||,
1996,Marcus Camby,C,2,79,,|||,
1996,Antoine Walker,PF,6,78,,|||,
1996,Ben Wallace,C,0,78,,|||,
1996,Steve Nash,PG,15,78,,|||,
1996,Jermaine O'Neal,C,17,75,,|||,
1996,Kerry Kittles,SG,8,75,,|||,
1996,Lorenzen Wright,C,7,75,,|||,
1996,Chucky Atkins,PG,0,74,,|||,
1996,Peja Stojakovic,PF,14,74,,|||,
1996,Malik Rose,SF,45,73,,|||,
1996,Shandon Anderson,SG,55,71,,|||,
1996,Zydrunas Ilgauskas,C,20,71,,|||,
1996,Walter McCarty,PF,19,70,,|||,
1996,Derek Fisher,PG,24,69,,|||,
1996,Adrian Griffin,SG,0,68,,|||,
1996,Rusty Larue,PG,0,66,,|||,
1996,Darvin Ham,SG,0,62,,|||,
1997,Tim Duncan,PF,1,81,,52|69|43|76,★
1997,Tracy McGrady,SG,9,79,,80|81|87|74,★
1997,Chauncey Billups,PG,3,77,,|||,
1997,Antonio Daniels,SG,4,75,,|||,
1997,Damon Jones,PG,0,75,,|||,
1997,Adonal Foyle,C,8,74,,|||,
1997,Keith Van Horn,PF,2,74,,|||,
1997,Mike Penberthy,PG,0,74,,|||,
1997,Alvin Williams,SG,49,73,,|||,
1997,Stephen Jackson,SF,44,73,,|||,
1997,Scot Pollard,C,19,72,,|||,
1997,Bobby Jackson,PG,23,71,,|||,
1997,Jacque Vaughn,PG,27,70,,|||,
1997,John Thomas,C,25,66,,|||,
1997,Derek Anderson,SG,13,61,,|||,
1997,Tariq Abdul-Wahad,SG,11,58,,|||,
1998,Vince Carter,SG,5,86,,78|81|89|50,★
1998,Rafer Alston,PG,40,82,,79|86|30|45,★
1998,Mike Bibby,PG,2,81,,|||,
1998,Raef LaFrentz,PF,3,80,,|||,
1998,Antawn Jamison,PF,4,79,,|||,
1998,Paul Pierce,SF,10,79,,|||,
1998,Al Harrington,PF,25,77,,|||,
1998,Bonzi Wells,SG,11,76,,|||,
1998,Dirk Nowitzki,PF,9,75,,|||,
1998,Jason Williams,PG,7,74,,|||,
1998,Larry Hughes,PG,8,74,,|||,
1998,Mike James,PG,0,72,,|||,
1998,Rashard Lewis,SF,33,72,,|||,
1998,Tyronn Lue,PG,23,72,,|||,
1998,Anthony Carter,PG,0,71,,|||,
1998,Michael Olowokandi,C,1,71,,|||,
1998,Rasho Nesterovic,C,0,71,,|||,
1998,Nazr Mohammed,C,29,70,,|||,
1998,Michael Doleac,C,12,68,,|||,
1998,Roshown McLeod,PF,20,68,,|||,
1998,Stanislav Medvedenko,PF,0,68,,|||,
1998,Tremaine Fowlkes,SF,55,64,,|||,
1999,Steve Francis,PG,2,84,,73|87|70|63,★
1999,Manu Ginobili,SG,58,83,,81|80|50|51,★
1999,Richard Hamilton,SG,7,82,,|||,
1999,Andrei Kirilenko,SF,24,81,,|||,
1999,Elton Brand,PF,1,81,,|||,
1999,Corey Maggette,SF,13,80,,|||,
1999,Baron Davis,PG,3,79,,|||,
1999,Lamar Odom,SF,4,79,,|||,
1999,Ron Artest,SF,16,79,,|||,
1999,Shawn Marion,SF,9,78,,|||,
1999,Andre Miller,PG,8,77,,|||,
1999,Jason Terry,PG,10,77,,|||,
1999,Chris Andersen,C,0,74,,|||,
1999,James Posey,SF,18,73,,|||,
1999,Calvin Booth,C,36,72,,|||,
1999,Raja Bell,SG,0,72,,|||,
1999,Wally Szczerbiak,SF,6,72,,|||,
1999,Jumaine Jones,PF,27,70,,|||,
1999,Todd MacCulloch,C,48,69,,|||,
1999,Devean George,SF,23,67,,|||,
1999,Michael Ruffin,PF,33,66,,|||,
1999,Evan Eschmeyer,C,35,65,,|||,
1999,Rodney Buford,SG,54,65,,|||,
2000,Jamal Crawford,SG,8,81,,75|76|50|38,★
2000,Hedo Turkoglu,SF,16,80,,78|80|70|65,★
2000,Michael Redd,SG,44,79,,|||,
2000,Keyon Dooling,PG,10,74,,|||,
2000,Speedy Claxton,PG,20,74,,|||,
2000,Jake Voskuhl,C,34,73,,|||,
2000,Etan Thomas,C,12,72,,|||,
2000,Mark Madsen,C,29,72,,|||,
2000,Pepe Sanchez,SG,0,72,,|||,
2000,Quentin Richardson,SG,18,72,,|||,
2000,Morris Peterson,SG,21,71,,|||,
2000,DeShawn Stevenson,SG,23,70,,|||,
2000,Brian Cardinal,PF,45,69,,|||,
2000,Eddie House,PG,38,68,,|||,
2000,Eduardo Najera,PF,39,68,,|||,
2000,Mike Miller,SF,5,67,,|||,
2000,Ime Udoka,SF,0,66,,|||,
2001,Gilbert Arenas,PG,32,86,,79|95|75|50,★
2001,Jason Richardson,SG,5,84,,77|89|94|44,★
2001,Pau Gasol,C,3,84,,|||,
2001,Joe Johnson,SG,10,80,,|||,
2001,Tony Parker,PG,28,78,,|||,
2001,Shane Battier,SF,6,76,,|||,
2001,Tyson Chandler,C,2,75,,|||,
2001,Richard Jefferson,SF,13,74,,|||,
2001,Trenton Hassell,SF,31,72,,|||,
2001,Zach Randolph,PF,19,72,,|||,
2001,Steven Hunter,C,15,70,,|||,
2001,Gerald Wallace,SF,25,69,,|||,
2001,Brendan Haywood,C,20,68,,|||,
2001,Brian Scalabrine,C,36,68,,|||,
2001,Mike Wilks,PG,0,68,,|||,
2001,Brandon Armstrong,SG,23,67,,|||,
2001,Jason Collins,C,18,67,,|||,
2002,Yao Ming,C,1,83,,40|33|35|75,★
2002,Amar'e Stoudemire,PF,9,81,,43|72|88|62,★
2002,Caron Butler,SF,10,79,,|||,
2002,Mike Dunleavy,SF,3,77,,|||,
2002,Nene,C,7,76,,|||,
2002,Carlos Boozer,PF,36,75,,|||,
2002,Drew Gooden,PF,4,75,,|||,
2002,Udonis Haslem,C,0,75,,|||,
2002,Jared Jeffries,PF,11,74,,|||,
2002,Matt Barnes,SF,47,74,,|||,
2002,Luis Scola,PF,57,72,,|||,
2002,Jannero Pargo,PG,0,71,,|||,
2002,Darius Songaila,C,51,70,,|||,
2002,Kareem Rush,SG,20,70,,|||,
2002,Jamal Sampson,C,48,68,,|||,
2002,Roger Mason,SG,32,67,,|||,
2002,Casey Jacobsen,SG,22,63,,|||,
2003,Mickael Pietrus,SG,11,77,,81|68|70|55,★
2008,Omer Asik,C,36,74,,25|32|60|56,★
2009,Wesley Matthews,SG,0,74,,78|70|50|52,★
2009,Jeff Pendegraph,PF,31,70,,40|55|75|80,★
2009,Patty Mills,PG,55,69,,|||,
2022,Moussa Diabaté,PF,43,67,,67|73|80|72,★
